일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2020/11/03","259000","14500","5.93","247000","259500","246500","1016373","259447094000","34963378142000","134993738"
"2020/11/02","244500","3500","1.45","242500","249000","240000","486328","119076918500","33005968941000","134993738"
"2020/10/30","241000","-12000","-4.74","253000","253500","241000","825115","203241001500","32533490858000","134993738"
"2020/10/29","253000","10500","4.33","239500","256000","239000","986149","244699632000","34153415714000","134993738"
"2020/10/28","242500","3500","1.46","241000","243000","239000","426527","102756565000","32735981465000","134993738"
"2020/10/27","239000","1000","0.42","237500","245000","234000","687981","165259551500","32263503382000","134993738"
"2020/10/26","238000","0","0.00","243000","249000","236500","945429","229297310000","32128509644000","134993738"
"2020/10/23","238000","500","0.21","238500","242000","233500","723304","171756917500","32128509644000","134993738"
"2020/10/22","237500","-6500","-2.66","241500","245500","236000","831654","199004845000","32061012775000","134993738"
"2020/10/21","244000","-1500","-0.61","244000","246500","240500","625587","152452069500","32938472072000","134993738"
"2020/10/20","245500","-10000","-3.91","252000","253000","240500","1215368","297771736000","33140962679000","134993738"
"2020/10/19","255500","-1000","-0.39","256500","261500","254500","517772","133387790500","34490900059000","134993738"
"2020/10/16","256500","1500","0.59","254500","262500","254000","543139","139866056000","34625893797000","134993738"
"2020/10/15","255000","-7000","-2.67","261000","263000","254000","627073","161251004500","34423403190000","134993738"
"2020/10/14","262000","-8500","-3.14","269000","269500","261500","585306","154480932500","35368359356000","134993738"
"2020/10/13","270500","-3000","-1.10","276000","276000","268500","541433","147238311000","36515806129000","134993738"
"2020/10/12","273500","11500","4.39","266500","274500","263500","774825","208546627500","36920787343000","134993738"
"2020/10/08","262000","1500","0.58","263000","271500","262000","874989","232205539500","35368359356000","134993738"
"2020/10/07","260500","2500","0.97","259000","261500","256500","492558","127619026500","35165868749000","134993738"
"2020/10/06","258000","3500","1.38","255500","259000","254500","556717","142844542500","34828384404000","134993738"
"2020/10/05","254500","-3000","-1.17","259000","260500","251000","639048","162958641500","34355906321000","134993738"
"2020/09/29","257500","2500","0.98","256500","258500","251000","686838","175832208500","34760887535000","134993738"
"2020/09/28","255000","-3500","-1.35","269500","269500","254500","1037814","269865061500","34423403190000","134993738"
"2020/09/25","258500","8500","3.40","252500","264500","252000","1251340","324735415500","34895881273000","134993738"
"2020/09/24","250000","-16000","-6.02","259500","264500","249000","1321525","337650180500","33748434500000","134993738"
"2020/09/23","266000","-2000","-0.75","269000","273000","256500","1302410","344717214500","35908334308000","134993738"
"2020/09/22","268000","-10500","-3.77","276500","282500","264000","1337964","362593734000","36178321784000","134993738"
"2020/09/21","278500","-13000","-4.46","291500","293000","277000","1074281","304274325000","37595756033000","134993738"
"2020/09/18","291500","0","0.00","299000","301000","291500","754705","222552322000","39350674627000","134993738"
"2020/09/17","291500","-5500","-1.85","299500","299500","291000","685924","202001213000","39350674627000","134993738"
"2020/09/16","297000","1000","0.34","297000","303000","296000","438867","131041916500","40093140186000","134993738"
"2020/09/15","296000","0","0.00","296500","299000","294000","413089","122516338500","39958146448000","134993738"
"2020/09/14","296000","-2500","-0.84","299000","301000","294500","508097","150980837000","39958146448000","134993738"
"2020/09/11","298500","0","0.00","298500","307500","296500","1022761","307906376000","40295630793000","134993738"
"2020/09/10","298500","0","0.00","299500","302500","294000","1246969","372815649000","40295630793000","134993738"
"2020/09/09","298500","-19500","-6.13","314500","322000","298000","2482466","766460002000","40295630793000","134993738"
"2020/09/08","318000","13000","4.26","303000","322000","297000","2698135","841172365500","42928008684000","134993738"
"2020/09/07","305000","11000","3.74","295000","306000","291000","1016576","303981313500","41173090090000","134993738"
"2020/09/04","294000","-5500","-1.84","292000","297000","292000","612252","179969702500","39688158972000","134993738"
"2020/09/03","299500","-1000","-0.33","300500","301500","297500","497412","148698415000","40430624531000","134993738"
"2020/09/02","300500","2500","0.84","299500","304000","298000","547657","164678528500","40565618269000","134993738"
"2020/09/01","298000","1000","0.34","297000","302000","295000","668602","199471779000","40228133924000","134993738"
"2020/08/31","297000","-7500","-2.46","305000","305500","296500","1079872","323768088000","40093140186000","134993738"
"2020/08/28","304500","0","0.00","306000","308000","303500","557944","170343403500","41105593221000","134993738"
"2020/08/27","304500","-6000","-1.93","310500","311000","304000","722862","221374466500","41105593221000","134993738"
"2020/08/26","310500","4000","1.31","312000","319500","309000","1262116","395829208000","41915555649000","134993738"
"2020/08/25","306500","-3500","-1.13","310500","311000","304500","600050","184032652500","41375580697000","134993738"
"2020/08/24","310000","9000","2.99","304500","311000","301500","814190","249920923000","41848058780000","134993738"
"2020/08/21","301000","-4000","-1.31","308000","308500","296000","1037558","313609800000","40633115138000","134993738"
"2020/08/20","305000","1000","0.33","303000","317000","301000","1708375","528142697500","41173090090000","134993738"
"2020/08/19","304000","0","0.00","314000","314500","303000","880282","270736310000","41038096352000","134993738"
"2020/08/18","304000","-500","-0.16","307000","316000","301500","1163773","359457528500","41038096352000","134993738"
"2020/08/14","304500","-4000","-1.30","308000","312000","300000","1037943","315735311000","41089042732500","134939385"
"2020/08/13","308500","6500","2.15","302500","320000","301500","1754825","548133148000","41628800272500","134939385"
"2020/08/12","302000","-12000","-3.82","312500","313500","301000","1121637","343232301500","40751694270000","134939385"
"2020/08/11","314000","-1000","-0.32","315500","318500","312500","693402","218682206000","42370966890000","134939385"
"2020/08/10","315000","500","0.16","321000","324000","313500","1221244","387676574500","42505906275000","134939385"
"2020/08/07","314500","3500","1.13","311000","317000","307500","963799","301763794000","42438436582500","134939385"
"2020/08/06","311000","-4000","-1.27","319500","320000","309500","832683","260421263000","41966148735000","134939385"
"2020/08/05","315000","13000","4.30","304000","315000","303500","1063211","330044841000","42505906275000","134939385"
"2020/08/04","302000","3000","1.00","299500","307000","297000","891486","268912277000","40751694270000","134939385"
"2020/08/03","299000","2500","0.84","294000","301500","283500","1521548","445693526000","40346876115000","134939385"
"2020/07/31","296500","-3500","-1.17","300000","306000","296000","823746","246332218500","40009527652500","134939385"
"2020/07/30","300000","-1500","-0.50","299500","311000","287000","2723830","812500073000","40481815500000","134939385"
"2020/07/29","301500","-16000","-5.04","314500","317000","298000","1903406","580868461500","40684224577500","134939385"
"2020/07/28","317500","500","0.16","323500","324000","316000","666062","212455859000","42843254737500","134939385"
"2020/07/27","317000","-2000","-0.63","320000","321000","316500","507367","161623853500","42775785045000","134939385"
"2020/07/24","319000","-3000","-0.93","317500","328000","317000","789309","253521217000","43045663815000","134939385"
"2020/07/23","322000","500","0.16","321500","326000","317000","707386","227209545500","43450481970000","134939385"
"2020/07/22","321500","0","0.00","322500","323000","315000","748686","239073465500","43383012277500","134939385"
"2020/07/21","321500","-1500","-0.46","326500","331000","318000","1217900","394323811500","43383012277500","134939385"
"2020/07/20","323000","-5000","-1.52","336500","339500","322500","1391199","459515666000","43585421355000","134939385"
"2020/07/17","328000","13000","4.13","318000","330000","315000","1241089","402999661500","44260118280000","134939385"
"2020/07/16","315000","-1000","-0.32","313500","321500","310500","734412","231593464500","42505906275000","134939385"
"2020/07/15","316000","-8000","-2.47","325000","326500","314000","972746","309392164500","42640845660000","134939385"
"2020/07/14","324000","-5000","-1.52","327000","331500","322000","842821","274934954500","43720360740000","134939385"
"2020/07/13","329000","4500","1.39","326500","329500","321000","775224","252889374000","44395057665000","134939385"
"2020/07/10","324500","500","0.15","328500","331500","316500","1042448","338412665000","43787830432500","134939385"
"2020/07/09","324000","12500","4.01","322500","328000","317500","1637528","529920324500","43720360740000","134939385"
"2020/07/08","311500","3000","0.97","312500","316000","308500","709785","221233521000","42033618427500","134939385"
"2020/07/07","308500","3000","0.98","305500","316000","303000","1003857","310908039000","41628800272500","134939385"
"2020/07/06","305500","-4000","-1.29","308500","313000","304500","759792","233952320500","41223982117500","134939385"
"2020/07/03","309500","1000","0.32","311500","312000","300500","760954","233165927500","41763739657500","134939385"
"2020/07/02","308500","11000","3.70","298000","311500","298000","1134489","348242134500","41628800272500","134939385"
"2020/07/01","297500","-8500","-2.78","308000","309000","296000","1012051","305512250000","40144467037500","134939385"
"2020/06/30","306000","-5000","-1.61","312000","314500","299000","1517136","465556121500","41291451810000","134939385"
"2020/06/29","311000","-1500","-0.48","316500","326000","311000","1323237","419589771500","41966148735000","134939385"
"2020/06/26","312500","-3500","-1.11","320000","321000","307500","927851","291741859000","42168557812500","134939385"
"2020/06/25","316000","-3000","-0.94","315500","323000","314500","918369","291688043500","42640845660000","134939385"
"2020/06/24","319000","500","0.16","323500","331000","315500","1956218","630976250016","43045663815000","134939385"
"2020/06/23","318500","21500","7.24","305500","329000","302500","4485322","1422660533000","42978194122500","134939385"
"2020/06/22","297000","5500","1.89","291500","300000","289500","1166332","346468318000","40076997345000","134939385"
"2020/06/19","291500","4000","1.39","289000","292500","281000","1087788","312838285000","39334830727500","134939385"
"2020/06/18","287500","-2000","-0.69","290500","294500","286000","784181","227261002500","38795073187500","134939385"
"2020/06/17","289500","-4000","-1.36","294000","298000","280500","1647069","476280383000","39064951957500","134939385"
"2020/06/16","293500","19500","7.12","283000","297000","282500","2041007","592107456000","39604709497500","134939385"
"2020/06/15","274000","-23500","-7.90","298000","301000","268500","3141867","902915469500","36973391490000","134939385"
"2020/06/12","297500","9500","3.30","280000","303500","279000","3865779","1140005942000","40144467037500","134939385"
"2020/06/11","288000","19500","7.26","280000","299500","274500","3934710","1131295532500","38862542880000","134939385"
"2020/06/10","268500","5000","1.90","263500","270000","261500","1067682","284926284000","36231224872500","134939385"
"2020/06/09","263500","7500","2.93","257000","264500","255000","1345656","350689819000","35556527947500","134939385"
"2020/06/08","256000","-500","-0.19","260500","263000","253000","1267019","326678365000","34544482560000","134939385"
"2020/06/05","256500","9500","3.85","244000","260500","243000","2899453","735635721000","34611952252500","134939385"
"2020/06/04","247000","19500","8.57","227500","248000","227000","3037387","725609934000","33330028095000","134939385"
"2020/06/03","227500","3000","1.34","231500","235000","224500","1813508","417483283500","30698710087500","134939385"
"2020/06/02","224500","-3000","-1.32","230000","232500","222000","1115810","252298773500","30293891932500","134939385"
"2020/06/01","227500","14000","6.56","214000","232500","213000","3410255","768405229000","30698710087500","134939385"
"2020/05/29","213500","2500","1.18","212000","214000","209500","660343","140329840000","28809558697500","134939385"
"2020/05/28","211000","-2000","-0.94","212500","213500","206000","716459","150491786500","28472210235000","134939385"
"2020/05/27","213000","-1500","-0.70","212000","214000","211000","591712","125863519000","28742089005000","134939385"
"2020/05/26","214500","-500","-0.23","215500","216500","213000","482616","103449770000","28944498082500","134939385"
"2020/05/25","215000","-1000","-0.46","216000","216000","213500","371033","79742089500","29011967775000","134939385"
"2020/05/22","216000","-2500","-1.14","220000","221000","213000","637408","138000639500","29146907160000","134939385"
"2020/05/21","218500","0","0.00","218500","220000","215500","530139","115556724000","29433464642000","134706932"
"2020/05/20","218500","5500","2.58","214500","219000","213500","661979","143396020000","29433464642000","134706932"
"2020/05/19","213000","0","0.00","213000","214500","209000","709054","150424928500","28692576516000","134706932"
"2020/05/18","213000","-4500","-2.07","220000","222000","212000","988984","215375882500","28692576516000","134706932"
"2020/05/15","217500","500","0.23","219000","221500","215000","827539","180132186500","29298757710000","134706932"
"2020/05/14","217000","2000","0.93","215000","217000","212000","959332","206828007000","29231404244000","134706932"
"2020/05/13","215000","4000","1.90","211000","215000","210000","763378","163163247000","28961990380000","134706932"
"2020/05/12","211000","500","0.24","212000","217500","210500","982920","209711217500","28423162652000","134706932"
"2020/05/11","210500","0","0.00","215000","215500","210000","695048","147665185000","28355809186000","134706932"
"2020/05/08","210500","6500","3.19","206000","214000","205000","895729","189094109000","28355809186000","134706932"
"2020/05/07","204000","-3000","-1.45","206000","207000","203500","402708","82473509000","27480214128000","134706932"
"2020/05/06","207000","3500","1.72","204500","208000","200500","603987","123691255000","27884334924000","134706932"
"2020/05/04","203500","-7000","-3.33","208000","211000","203500","860366","177925540500","27412860662000","134706932"
"2020/04/29","210500","1500","0.72","209000","211000","207000","654481","136992542500","28355809186000","134706932"
"2020/04/28","209000","-3500","-1.65","212500","214000","208000","726697","152891443000","28153748788000","134706932"
"2020/04/27","212500","1000","0.47","213500","215000","211500","486289","103418713000","28625223050000","134706932"
"2020/04/24","211500","-2500","-1.17","213500","217000","210500","1076656","230366622000","28490516118000","134706932"
"2020/04/23","214000","0","0.00","215500","216500","212500","634952","135969624000","27466176466000","128346619"
"2020/04/22","214000","2000","0.94","208000","217500","208000","1123888","240208277500","27466176466000","128346619"
"2020/04/21","212000","0","0.00","213000","218000","207000","1791508","381662137000","27209483228000","128346619"
"2020/04/20","212000","1000","0.47","210500","216000","208000","913363","193388002000","27209483228000","128346619"
